,#,host/name,direction,2s,10s,40s,cumulative,t,cumulative_parsed,t_parsed
0,1,239.255.255.250,=>,0b,0b,0b,0B,15-21-53.346555613,0,1900-01-01 15:21:53.346555613
1,,L02197.DIRECTORY.INTRA,<=,660b,660b,660b,165B,15-21-53.346555613,165,1900-01-01 15:21:53.346555613
2,1,172.21.134.247,=>,544b,544b,544b,136B,15-26-03.120180925,136,1900-01-01 15:26:03.120180925
3,,L02197.DIRECTORY.INTRA,<=,5.06Kb,5.06Kb,5.06Kb,1.27KB,15-26-03.120180925,1270,1900-01-01 15:26:03.120180925
4,1,172.21.134.247,=>,544b,544b,544b,136B,15-25-04.881277767,136,1900-01-01 15:25:04.881277767
5,,L02197.DIRECTORY.INTRA,<=,1.69Kb,1.69Kb,1.69Kb,432B,15-25-04.881277767,432,1900-01-01 15:25:04.881277767
6,2,mdns.mcast.net,=>,0b,0b,0b,0B,15-25-04.881277767,0,1900-01-01 15:25:04.881277767
7,,L02197.DIRECTORY.INTRA,<=,292b,292b,292b,73B,15-25-04.881277767,73,1900-01-01 15:25:04.881277767
8,1,172.21.134.247,=>,6.70Kb,6.70Kb,6.70Kb,1.67KB,15-21-03.894581807,1670,1900-01-01 15:21:03.894581807
9,,13.107.5.93,<=,26.0Kb,26.0Kb,26.0Kb,6.50KB,15-21-03.894581807,6500,1900-01-01 15:21:03.894581807
10,2,172.21.134.247,=>,860b,860b,860b,215B,15-21-03.894581807,215,1900-01-01 15:21:03.894581807
11,,L02197.DIRECTORY.INTRA,<=,3.92Kb,3.92Kb,3.92Kb,0.98KB,15-21-03.894581807,980,1900-01-01 15:21:03.894581807
12,3,239.255.255.250,=>,0b,0b,0b,0B,15-21-03.894581807,0,1900-01-01 15:21:03.894581807
13,,L02197.DIRECTORY.INTRA,<=,812b,812b,812b,203B,15-21-03.894581807,203,1900-01-01 15:21:03.894581807
14,4,224.0.0.251,=>,0b,0b,0b,0B,15-21-03.894581807,0,1900-01-01 15:21:03.894581807
15,,L02197.DIRECTORY.INTRA,<=,316b,316b,316b,79B,15-21-03.894581807,79,1900-01-01 15:21:03.894581807
16,5,255.255.255.255,=>,0b,0b,0b,0B,15-21-03.894581807,0,1900-01-01 15:21:03.894581807
17,,L02197.DIRECTORY.INTRA,<=,272b,272b,272b,68B,15-21-03.894581807,68,1900-01-01 15:21:03.894581807
18,1,172.21.134.247,=>,736b,736b,736b,184B,15-20-46.668880948,184,1900-01-01 15:20:46.668880948
19,,L02197.DIRECTORY.INTRA,<=,2.44Kb,2.44Kb,2.44Kb,624B,15-20-46.668880948,624,1900-01-01 15:20:46.668880948
20,1,172.21.134.247,=>,544b,544b,544b,136B,15-21-55.569886182,136,1900-01-01 15:21:55.569886182
21,,L02197.DIRECTORY.INTRA,<=,6.29Kb,6.29Kb,6.29Kb,1.57KB,15-21-55.569886182,1570,1900-01-01 15:21:55.569886182
22,2,239.255.255.250,=>,0b,0b,0b,0B,15-21-55.569886182,0,1900-01-01 15:21:55.569886182
23,,L02197.DIRECTORY.INTRA,<=,660b,660b,660b,165B,15-21-55.569886182,165,1900-01-01 15:21:55.569886182
24,3,mdns.mcast.net,=>,0b,0b,0b,0B,15-21-55.569886182,0,1900-01-01 15:21:55.569886182
25,,L02197.DIRECTORY.INTRA,<=,316b,316b,316b,79B,15-21-55.569886182,79,1900-01-01 15:21:55.569886182
26,1,172.21.134.247,=>,0b,0b,0b,0B,15-22-20.543066891,0,1900-01-01 15:22:20.543066891
27,,L02197.DIRECTORY.INTRA,<=,1.69Kb,1.69Kb,1.69Kb,432B,15-22-20.543066891,432,1900-01-01 15:22:20.543066891
28,1,172.21.134.247,=>,1.06Kb,1.06Kb,1.06Kb,272B,15-25-37.367175313,272,1900-01-01 15:25:37.367175313
29,,L02197.DIRECTORY.INTRA,<=,3.38Kb,3.38Kb,3.38Kb,864B,15-25-37.367175313,864,1900-01-01 15:25:37.367175313
30,2,mdns.mcast.net,=>,0b,0b,0b,0B,15-25-37.367175313,0,1900-01-01 15:25:37.367175313
31,,L02197.DIRECTORY.INTRA,<=,316b,316b,316b,79B,15-25-37.367175313,79,1900-01-01 15:25:37.367175313
32,1,172.21.134.247,=>,544b,544b,544b,136B,15-17-27.790783493,136,1900-01-01 15:17:27.790783493
33,,L02197.DIRECTORY.INTRA,<=,3.38Kb,3.38Kb,3.38Kb,864B,15-17-27.790783493,864,1900-01-01 15:17:27.790783493
34,1,172.21.134.247,=>,0b,0b,0b,0B,15-19-22.587651195,0,1900-01-01 15:19:22.587651195
35,,L02197.DIRECTORY.INTRA,<=,1.69Kb,1.69Kb,1.69Kb,432B,15-19-22.587651195,432,1900-01-01 15:19:22.587651195
36,1,172.21.134.247,=>,544b,544b,544b,136B,15-25-22.367612176,136,1900-01-01 15:25:22.367612176
37,,L02197.DIRECTORY.INTRA,<=,5.06Kb,5.06Kb,5.06Kb,1.27KB,15-25-22.367612176,1270,1900-01-01 15:25:22.367612176
38,1,172.21.134.247,=>,544b,544b,544b,136B,15-18-19.487688719,136,1900-01-01 15:18:19.487688719
39,,L02197.DIRECTORY.INTRA,<=,1.69Kb,1.69Kb,1.69Kb,432B,15-18-19.487688719,432,1900-01-01 15:18:19.487688719
40,1,172.21.134.247,=>,544b,544b,544b,136B,15-22-28.116694938,136,1900-01-01 15:22:28.116694938
41,,L02197.DIRECTORY.INTRA,<=,3.38Kb,3.38Kb,3.38Kb,864B,15-22-28.116694938,864,1900-01-01 15:22:28.116694938
42,1,172.21.134.247,=>,544b,544b,544b,136B,15-17-33.234626489,136,1900-01-01 15:17:33.234626489
43,,L02197.DIRECTORY.INTRA,<=,1.69Kb,1.69Kb,1.69Kb,432B,15-17-33.234626489,432,1900-01-01 15:17:33.234626489
44,2,172.21.143.255,=>,0b,0b,0b,0B,15-17-33.234626489,0,1900-01-01 15:17:33.234626489
45,,L02197.DIRECTORY.INTRA,<=,288b,288b,288b,72B,15-17-33.234626489,72,1900-01-01 15:17:33.234626489
46,1,172.21.134.247,=>,0b,0b,0b,0B,15-25-20.161802644,0,1900-01-01 15:25:20.161802644
47,,L02197.DIRECTORY.INTRA,<=,3.38Kb,3.38Kb,3.38Kb,864B,15-25-20.161802644,864,1900-01-01 15:25:20.161802644
48,1,172.21.134.247,=>,544b,544b,544b,136B,15-22-15.096576672,136,1900-01-01 15:22:15.096576672
49,,L02197.DIRECTORY.INTRA,<=,5.06Kb,5.06Kb,5.06Kb,1.27KB,15-22-15.096576672,1270,1900-01-01 15:22:15.096576672
50,2,mdns.mcast.net,=>,0b,0b,0b,0B,15-22-15.096576672,0,1900-01-01 15:22:15.096576672
51,,L02197.DIRECTORY.INTRA,<=,316b,316b,316b,79B,15-22-15.096576672,79,1900-01-01 15:22:15.096576672
52,1,172.21.134.247,=>,0b,0b,0b,0B,15-20-22.087268118,0,1900-01-01 15:20:22.087268118
53,,L02197.DIRECTORY.INTRA,<=,5.06Kb,5.06Kb,5.06Kb,1.27KB,15-20-22.087268118,1270,1900-01-01 15:20:22.087268118
54,1,172.21.134.247,=>,0b,0b,0b,0B,15-22-43.185950251,0,1900-01-01 15:22:43.185950251
55,,L02197.DIRECTORY.INTRA,<=,3.38Kb,3.38Kb,3.38Kb,864B,15-22-43.185950251,864,1900-01-01 15:22:43.185950251
56,1,172.21.134.247,=>,756b,756b,756b,189B,15-24-22.095920578,189,1900-01-01 15:24:22.095920578
57,,L02197.DIRECTORY.INTRA,<=,2.52Kb,2.52Kb,2.52Kb,644B,15-24-22.095920578,644,1900-01-01 15:24:22.095920578
58,1,172.21.134.247,=>,736b,736b,736b,184B,15-20-43.442287470,184,1900-01-01 15:20:43.442287470
59,,L02197.DIRECTORY.INTRA,<=,2.44Kb,2.44Kb,2.44Kb,624B,15-20-43.442287470,624,1900-01-01 15:20:43.442287470
60,1,172.21.134.247,=>,544b,544b,544b,136B,15-17-24.581375064,136,1900-01-01 15:17:24.581375064
61,,172.21.128.1,<=,3.38Kb,3.38Kb,3.38Kb,864B,15-17-24.581375064,864,1900-01-01 15:17:24.581375064
62,2,224.0.0.251,=>,0b,0b,0b,0B,15-17-24.581375064,0,1900-01-01 15:17:24.581375064
63,,172.21.128.1,<=,620b,620b,620b,155B,15-17-24.581375064,155,1900-01-01 15:17:24.581375064
64,1,172.21.134.247,=>,0b,0b,0b,0B,15-17-36.382279403,0,1900-01-01 15:17:36.382279403
65,,L02197.DIRECTORY.INTRA,<=,1.69Kb,1.69Kb,1.69Kb,432B,15-17-36.382279403,432,1900-01-01 15:17:36.382279403
66,1,172.21.134.247,=>,636b,636b,636b,159B,15-18-44.106136667,159,1900-01-01 15:18:44.106136667
67,,L02197.DIRECTORY.INTRA,<=,4.48Kb,4.48Kb,4.48Kb,1.12KB,15-18-44.106136667,1120,1900-01-01 15:18:44.106136667
68,1,172.21.134.247,=>,1.06Kb,1.06Kb,1.06Kb,272B,15-24-55.256445011,272,1900-01-01 15:24:55.256445011
69,,L02197.DIRECTORY.INTRA,<=,3.38Kb,3.38Kb,3.38Kb,864B,15-24-55.256445011,864,1900-01-01 15:24:55.256445011
70,2,mdns.mcast.net,=>,0b,0b,0b,0B,15-24-55.256445011,0,1900-01-01 15:24:55.256445011
71,,L02197.DIRECTORY.INTRA,<=,316b,316b,316b,79B,15-24-55.256445011,79,1900-01-01 15:24:55.256445011
72,1,172.21.134.247,=>,544b,544b,544b,136B,15-25-01.687395476,136,1900-01-01 15:25:01.687395476
73,,L02197.DIRECTORY.INTRA,<=,3.38Kb,3.38Kb,3.38Kb,864B,15-25-01.687395476,864,1900-01-01 15:25:01.687395476
74,2,239.255.255.250,=>,0b,0b,0b,0B,15-25-01.687395476,0,1900-01-01 15:25:01.687395476
75,,L02197.DIRECTORY.INTRA,<=,812b,812b,812b,203B,15-25-01.687395476,203,1900-01-01 15:25:01.687395476
76,1,172.21.134.247,=>,0b,0b,0b,0B,15-19-16.183777427,0,1900-01-01 15:19:16.183777427
77,,L02197.DIRECTORY.INTRA,<=,3.38Kb,3.38Kb,3.38Kb,864B,15-19-16.183777427,864,1900-01-01 15:19:16.183777427
78,1,172.21.134.247,=>,12.7Kb,12.7Kb,12.7Kb,3.17KB,15-18-09.654958505,3170,1900-01-01 15:18:09.654958505
79,,140.82.114.22,<=,20.0Kb,20.0Kb,20.0Kb,5.00KB,15-18-09.654958505,5000,1900-01-01 15:18:09.654958505
80,2,172.21.134.247,=>,1.20Kb,1.20Kb,1.20Kb,306B,15-18-09.654958505,306,1900-01-01 15:18:09.654958505
81,,172.21.128.1,<=,5.70Kb,5.70Kb,5.70Kb,1.42KB,15-18-09.654958505,1420,1900-01-01 15:18:09.654958505
82,1,172.21.134.247,=>,544b,544b,544b,136B,15-20-30.673728768,136,1900-01-01 15:20:30.673728768
83,,L02197.DIRECTORY.INTRA,<=,1.69Kb,1.69Kb,1.69Kb,432B,15-20-30.673728768,432,1900-01-01 15:20:30.673728768
84,1,172.21.134.247,=>,0b,0b,0b,0B,15-18-17.257037032,0,1900-01-01 15:18:17.257037032
85,,L02197.DIRECTORY.INTRA,<=,3.38Kb,3.38Kb,3.38Kb,864B,15-18-17.257037032,864,1900-01-01 15:18:17.257037032
86,1,172.21.134.247,=>,544b,544b,544b,136B,15-17-58.755290760,136,1900-01-01 15:17:58.755290760
87,,L02197.DIRECTORY.INTRA,<=,6.33Kb,6.33Kb,6.33Kb,1.58KB,15-17-58.755290760,1580,1900-01-01 15:17:58.755290760
88,2,mdns.mcast.net,=>,0b,0b,0b,0B,15-17-58.755290760,0,1900-01-01 15:17:58.755290760
89,,L02197.DIRECTORY.INTRA,<=,316b,316b,316b,79B,15-17-58.755290760,79,1900-01-01 15:17:58.755290760
90,1,172.21.134.247,=>,0b,0b,0b,0B,15-20-25.257014417,0,1900-01-01 15:20:25.257014417
91,,L02197.DIRECTORY.INTRA,<=,3.38Kb,3.38Kb,3.38Kb,864B,15-20-25.257014417,864,1900-01-01 15:20:25.257014417
92,1,172.21.134.247,=>,0b,0b,0b,0B,15-20-28.449774220,0,1900-01-01 15:20:28.449774220
93,,L02197.DIRECTORY.INTRA,<=,1.69Kb,1.69Kb,1.69Kb,432B,15-20-28.449774220,432,1900-01-01 15:20:28.449774220
94,1,172.21.134.247,=>,8.16Kb,8.16Kb,8.16Kb,2.04KB,15-21-06.135562855,2040,1900-01-01 15:21:06.135562855
95,,20.189.172.33,<=,21.1Kb,21.1Kb,21.1Kb,5.27KB,15-21-06.135562855,5270,1900-01-01 15:21:06.135562855
96,2,172.21.134.247,=>,2.63Kb,2.63Kb,2.63Kb,673B,15-21-06.135562855,673,1900-01-01 15:21:06.135562855
97,,172.21.128.1,<=,20.4Kb,20.4Kb,20.4Kb,5.10KB,15-21-06.135562855,5100,1900-01-01 15:21:06.135562855
98,3,224.0.0.251,=>,0b,0b,0b,0B,15-21-06.135562855,0,1900-01-01 15:21:06.135562855
99,,172.21.128.1,<=,320b,320b,320b,80B,15-21-06.135562855,80,1900-01-01 15:21:06.135562855
100,1,172.21.134.247,=>,208b,208b,208b,52B,15-17-53.389101647,52,1900-01-01 15:17:53.389101647
101,,20.74.18.95,<=,208b,208b,208b,52B,15-17-53.389101647,52,1900-01-01 15:17:53.389101647
102,1,172.21.134.247,=>,544b,544b,544b,136B,15-26-00.881364467,136,1900-01-01 15:26:00.881364467
103,,L02197.DIRECTORY.INTRA,<=,3.85Kb,3.85Kb,3.85Kb,986B,15-26-00.881364467,986,1900-01-01 15:26:00.881364467
104,2,mdns.mcast.net,=>,0b,0b,0b,0B,15-26-00.881364467,0,1900-01-01 15:26:00.881364467
105,,L02197.DIRECTORY.INTRA,<=,316b,316b,316b,79B,15-26-00.881364467,79,1900-01-01 15:26:00.881364467
106,1,172.21.134.247,=>,1.06Kb,1.06Kb,1.06Kb,272B,15-25-46.970442582,272,1900-01-01 15:25:46.970442582
107,,L02197.DIRECTORY.INTRA,<=,1.69Kb,1.69Kb,1.69Kb,432B,15-25-46.970442582,432,1900-01-01 15:25:46.970442582
108,1,172.21.134.247,=>,544b,544b,544b,136B,15-24-58.529262362,136,1900-01-01 15:24:58.529262362
109,,L02197.DIRECTORY.INTRA,<=,3.38Kb,3.38Kb,3.38Kb,864B,15-24-58.529262362,864,1900-01-01 15:24:58.529262362
110,1,172.21.134.247,=>,756b,756b,756b,189B,15-25-52.380363000,189,1900-01-01 15:25:52.380363000
111,,L02197.DIRECTORY.INTRA,<=,2.52Kb,2.52Kb,2.52Kb,644B,15-25-52.380363000,644,1900-01-01 15:25:52.380363000
112,2,mdns.mcast.net,=>,0b,0b,0b,0B,15-25-52.380363000,0,1900-01-01 15:25:52.380363000
113,,L02197.DIRECTORY.INTRA,<=,636b,636b,636b,159B,15-25-52.380363000,159,1900-01-01 15:25:52.380363000
114,1,172.21.134.247,=>,0b,0b,0b,0B,15-26-05.298342880,0,1900-01-01 15:26:05.298342880
115,,L02197.DIRECTORY.INTRA,<=,1.69Kb,1.69Kb,1.69Kb,432B,15-26-05.298342880,432,1900-01-01 15:26:05.298342880
116,1,172.21.134.247,=>,1.06Kb,1.06Kb,1.06Kb,272B,15-24-03.910699390,272,1900-01-01 15:24:03.910699390
117,,L02197.DIRECTORY.INTRA,<=,1.69Kb,1.69Kb,1.69Kb,432B,15-24-03.910699390,432,1900-01-01 15:24:03.910699390
118,1,172.21.134.247,=>,544b,544b,544b,136B,15-18-58.167089800,136,1900-01-01 15:18:58.167089800
119,,L02197.DIRECTORY.INTRA,<=,5.06Kb,5.06Kb,5.06Kb,1.27KB,15-18-58.167089800,1270,1900-01-01 15:18:58.167089800
120,1,172.21.134.247,=>,13.9Kb,13.9Kb,13.9Kb,3.49KB,15-21-50.189291101,3490,1900-01-01 15:21:50.189291101
121,,13.107.5.93,<=,59.4Kb,59.4Kb,59.4Kb,14.8KB,15-21-50.189291101,14800,1900-01-01 15:21:50.189291101
122,2,172.21.134.247,=>,1.02Kb,1.02Kb,1.02Kb,260B,15-21-50.189291101,260,1900-01-01 15:21:50.189291101
123,,L02197.DIRECTORY.INTRA,<=,3.51Kb,3.51Kb,3.51Kb,898B,15-21-50.189291101,898,1900-01-01 15:21:50.189291101
124,1,172.21.134.247,=>,544b,544b,544b,136B,15-18-24.976131192,136,1900-01-01 15:18:24.976131192
125,,L02197.DIRECTORY.INTRA,<=,3.38Kb,3.38Kb,3.38Kb,864B,15-18-24.976131192,864,1900-01-01 15:18:24.976131192
126,1,172.21.134.247,=>,1.06Kb,1.06Kb,1.06Kb,272B,15-25-40.600576871,272,1900-01-01 15:25:40.600576871
127,,L02197.DIRECTORY.INTRA,<=,3.38Kb,3.38Kb,3.38Kb,864B,15-25-40.600576871,864,1900-01-01 15:25:40.600576871
128,1,172.21.134.247,=>,0b,0b,0b,0B,15-22-17.329137116,0,1900-01-01 15:22:17.329137116
129,,L02197.DIRECTORY.INTRA,<=,1.69Kb,1.69Kb,1.69Kb,432B,15-22-17.329137116,432,1900-01-01 15:22:17.329137116
130,1,172.21.134.247,=>,0b,0b,0b,0B,15-23-14.355481197,0,1900-01-01 15:23:14.355481197
131,,L02197.DIRECTORY.INTRA,<=,4.09Kb,4.09Kb,4.09Kb,1.02KB,15-23-14.355481197,1020,1900-01-01 15:23:14.355481197
132,1,172.21.134.247,=>,208b,208b,208b,52B,15-20-09.197489462,52,1900-01-01 15:20:09.197489462
133,,20.74.18.95,<=,208b,208b,208b,52B,15-20-09.197489462,52,1900-01-01 15:20:09.197489462
134,1,172.21.134.247,=>,544b,544b,544b,136B,15-22-31.297651271,136,1900-01-01 15:22:31.297651271
135,,172.21.128.1,<=,1.69Kb,1.69Kb,1.69Kb,432B,15-22-31.297651271,432,1900-01-01 15:22:31.297651271
136,1,172.21.134.247,=>,12.8Kb,12.8Kb,12.8Kb,3.20KB,15-19-38.647778877,3200,1900-01-01 15:19:38.647778877
137,,lb-140-82-113-21-iad.github.com,<=,20.3Kb,20.3Kb,20.3Kb,5.08KB,15-19-38.647778877,5080,1900-01-01 15:19:38.647778877
138,2,172.21.134.247,=>,680b,680b,680b,170B,15-19-38.647778877,170,1900-01-01 15:19:38.647778877
139,,L02197.DIRECTORY.INTRA,<=,2.32Kb,2.32Kb,2.32Kb,595B,15-19-38.647778877,595,1900-01-01 15:19:38.647778877
140,3,172.21.134.247,=>,208b,208b,208b,52B,15-19-38.647778877,52,1900-01-01 15:19:38.647778877
141,,20.74.18.95,<=,208b,208b,208b,52B,15-19-38.647778877,52,1900-01-01 15:19:38.647778877
142,1,172.21.134.247,=>,0b,0b,0b,0B,15-24-43.452708898,0,1900-01-01 15:24:43.452708898
143,,L02197.DIRECTORY.INTRA,<=,3.38Kb,3.38Kb,3.38Kb,864B,15-24-43.452708898,864,1900-01-01 15:24:43.452708898
144,1,172.21.134.247,=>,544b,544b,544b,136B,15-25-25.545961335,136,1900-01-01 15:25:25.545961335
145,,L02197.DIRECTORY.INTRA,<=,3.38Kb,3.38Kb,3.38Kb,864B,15-25-25.545961335,864,1900-01-01 15:25:25.545961335
146,1,172.21.134.247,=>,0b,0b,0b,0B,15-22-49.563712768,0,1900-01-01 15:22:49.563712768
147,,L02197.DIRECTORY.INTRA,<=,1.69Kb,1.69Kb,1.69Kb,432B,15-22-49.563712768,432,1900-01-01 15:22:49.563712768
148,1,172.21.134.247,=>,544b,544b,544b,136B,15-22-51.780435542,136,1900-01-01 15:22:51.780435542
149,,172.21.128.1,<=,3.38Kb,3.38Kb,3.38Kb,864B,15-22-51.780435542,864,1900-01-01 15:22:51.780435542
150,1,172.21.134.247,=>,636b,636b,636b,159B,15-18-47.289669450,159,1900-01-01 15:18:47.289669450
151,,L02197.DIRECTORY.INTRA,<=,4.48Kb,4.48Kb,4.48Kb,1.12KB,15-18-47.289669450,1120,1900-01-01 15:18:47.289669450
152,1,172.21.134.247,=>,544b,544b,544b,136B,15-18-06.444426033,136,1900-01-01 15:18:06.444426033
153,,L02197.DIRECTORY.INTRA,<=,3.38Kb,3.38Kb,3.38Kb,864B,15-18-06.444426033,864,1900-01-01 15:18:06.444426033
154,1,172.21.134.247,=>,0b,0b,0b,0B,15-24-40.264678600,0,1900-01-01 15:24:40.264678600
155,,L02197.DIRECTORY.INTRA,<=,5.06Kb,5.06Kb,5.06Kb,1.27KB,15-24-40.264678600,1270,1900-01-01 15:24:40.264678600
156,1,172.21.134.247,=>,636b,636b,636b,159B,15-22-37.744190055,159,1900-01-01 15:22:37.744190055
157,,L02197.DIRECTORY.INTRA,<=,2.05Kb,2.05Kb,2.05Kb,524B,15-22-37.744190055,524,1900-01-01 15:22:37.744190055
158,2,239.255.255.250,=>,0b,0b,0b,0B,15-22-37.744190055,0,1900-01-01 15:22:37.744190055
159,,L02197.DIRECTORY.INTRA,<=,792b,792b,792b,198B,15-22-37.744190055,198,1900-01-01 15:22:37.744190055
160,3,mdns.mcast.net,=>,0b,0b,0b,0B,15-22-37.744190055,0,1900-01-01 15:22:37.744190055
161,,L02197.DIRECTORY.INTRA,<=,320b,320b,320b,80B,15-22-37.744190055,80,1900-01-01 15:22:37.744190055
162,1,172.21.134.247,=>,544b,544b,544b,136B,15-21-58.787315486,136,1900-01-01 15:21:58.787315486
163,,L02197.DIRECTORY.INTRA,<=,5.81Kb,5.81Kb,5.81Kb,1.45KB,15-21-58.787315486,1450,1900-01-01 15:21:58.787315486
164,2,239.255.255.250,=>,0b,0b,0b,0B,15-21-58.787315486,0,1900-01-01 15:21:58.787315486
165,,L02197.DIRECTORY.INTRA,<=,660b,660b,660b,165B,15-21-58.787315486,165,1900-01-01 15:21:58.787315486
166,1,172.21.134.247,=>,544b,544b,544b,136B,15-20-11.367108057,136,1900-01-01 15:20:11.367108057
167,,L02197.DIRECTORY.INTRA,<=,5.58Kb,5.58Kb,5.58Kb,1.39KB,15-20-11.367108057,1390,1900-01-01 15:20:11.367108057
168,2,mdns.mcast.net,=>,0b,0b,0b,0B,15-20-11.367108057,0,1900-01-01 15:20:11.367108057
169,,L02197.DIRECTORY.INTRA,<=,316b,316b,316b,79B,15-20-11.367108057,79,1900-01-01 15:20:11.367108057
170,1,172.21.134.247,=>,544b,544b,544b,136B,15-18-21.779480265,136,1900-01-01 15:18:21.779480265
171,,L02197.DIRECTORY.INTRA,<=,3.38Kb,3.38Kb,3.38Kb,864B,15-18-21.779480265,864,1900-01-01 15:18:21.779480265
172,1,172.21.134.247,=>,544b,544b,544b,136B,15-26-13.882103307,136,1900-01-01 15:26:13.882103307
173,,L02197.DIRECTORY.INTRA,<=,1.69Kb,1.69Kb,1.69Kb,432B,15-26-13.882103307,432,1900-01-01 15:26:13.882103307
174,2,172.21.143.255,=>,0b,0b,0b,0B,15-26-13.882103307,0,1900-01-01 15:26:13.882103307
175,,L02197.DIRECTORY.INTRA,<=,288b,288b,288b,72B,15-26-13.882103307,72,1900-01-01 15:26:13.882103307
176,1,172.21.134.247,=>,1.06Kb,1.06Kb,1.06Kb,272B,15-21-43.776605547,272,1900-01-01 15:21:43.776605547
177,,L02197.DIRECTORY.INTRA,<=,3.38Kb,3.38Kb,3.38Kb,864B,15-21-43.776605547,864,1900-01-01 15:21:43.776605547
178,1,172.21.134.247,=>,544b,544b,544b,136B,15-22-01.056484576,136,1900-01-01 15:22:01.056484576
179,,L02197.DIRECTORY.INTRA,<=,8.30Kb,8.30Kb,8.30Kb,2.08KB,15-22-01.056484576,2080,1900-01-01 15:22:01.056484576
180,2,mdns.mcast.net,=>,0b,0b,0b,0B,15-22-01.056484576,0,1900-01-01 15:22:01.056484576
181,,L02197.DIRECTORY.INTRA,<=,320b,320b,320b,80B,15-22-01.056484576,80,1900-01-01 15:22:01.056484576
182,1,172.21.134.247,=>,544b,544b,544b,136B,15-18-28.151309689,136,1900-01-01 15:18:28.151309689
183,,L02197.DIRECTORY.INTRA,<=,1.69Kb,1.69Kb,1.69Kb,432B,15-18-28.151309689,432,1900-01-01 15:18:28.151309689
184,1,172.21.134.247,=>,544b,544b,544b,136B,15-25-11.559718570,136,1900-01-01 15:25:11.559718570
185,,L02197.DIRECTORY.INTRA,<=,1.69Kb,1.69Kb,1.69Kb,432B,15-25-11.559718570,432,1900-01-01 15:25:11.559718570
186,2,172.21.143.255,=>,0b,0b,0b,0B,15-25-11.559718570,0,1900-01-01 15:25:11.559718570
187,,L02197.DIRECTORY.INTRA,<=,272b,272b,272b,68B,15-25-11.559718570,68,1900-01-01 15:25:11.559718570
188,1,172.21.134.247,=>,0b,0b,0b,0B,15-18-50.547249207,0,1900-01-01 15:18:50.547249207
189,,L02197.DIRECTORY.INTRA,<=,2.44Kb,2.44Kb,2.44Kb,624B,15-18-50.547249207,624,1900-01-01 15:18:50.547249207
190,1,172.21.134.247,=>,544b,544b,544b,136B,15-22-58.156747635,136,1900-01-01 15:22:58.156747635
